1,1.000,UFA,12.691731976225
3,0.873,UFA,14.2606509795336-Age
4,0.344,UFA,28.5087160711175/Age
5,0.326,UFA,31.7514045652623-7.02742620229595*Age
7,0.241,UFA,31.2346570737978-0.245060684108892*Temperature*Age
9,0.181,UFA,42.6365469523185-0.378267976621552*Temperature-6.96049419115447*Age
15,0.114,UFA,49.6207918211259+0.770975317649209*Age^2-0.411613250492857*Temperature-11.5076748319494*Age
17,0.103,UFA,66.2768301869279+0.0375726996854409*Temperature*Age^2-0.876148077860912*Temperature-13.56374091057*Age
1,1.000,SFA,56.3444295514239
3,0.707,SFA,53.467985161923+Age
5,0.452,SFA,50.8787542775707+2*Age
7,0.319,SFA,52.6179424723523+0.421549588581545*Age^2
13,0.315,SFA,54.1526433384799+0.000925134786374107*Temperature*Age^4
17,0.232,SFA,74.8298616470885+0.0623168363475957*Temperature*Age^2-0.513319572038929*Temperature-6.68869130975878*Age
1,1.000,CFA,30.37497789575
3,0.801,CFA,29.4742397868231+Age
5,0.561,CFA,16.8613505567308+4.48242185500323*Age
6,0.348,CFA,39.4387104347617+-20.6390568550958/Age
8,0.291,CFA,41.6240019849887+-708.813416588107/(Temperature*Age)
17,0.216,CFA,20.4516438366872*Age+1.45501555953041*Temperature-42.5405303961782-0.103443869384632*Temperature*Age^2
1,1.000,CFAdivSFA,0.549083422851563
5,0.955,CFAdivSFA,0.371206886422567+0.0546309543046317*Age
6,0.870,CFAdivSFA,0.693360066578432+-0.355834808700655/Age
9,0.624,CFAdivSFA,0.397925320270402*Age-0.0651753606580424*Age^2
10,0.606,CFAdivSFA,0.958545737127599+-0.572151168644572/Age-0.0612374477525388*Age
17,0.476,CFAdivSFA,0.452309118683889*Age+0.0307265255786916*Temperature-0.970143351829855-0.00255375223483564*Temperature*Age^2
21,0.398,CFAdivSFA,0.917534811125633*Age+0.0559472599965835*Temperature-1.71284037113918-0.0158857472004955*Temperature*Age-0.0750060590273263*Age^2
1,1.000,CFAdivUFA,Age
3,0.899,CFAdivUFA,1.17653483168069*Age
5,0.817,CFAdivUFA,0.392178277226896*Age^2
7,0.748,CFAdivUFA,0.083007033316709*Temperature*Age-2.37336552096432
9,0.614,CFAdivUFA,0.0177319582766296*Temperature*Age^2-0.377723250185499
11,0.495,CFAdivUFA,0.321370983985043*Temperature+0.557483148117652*Age^2-9.98458058940489
13,0.266,CFAdivUFA,0.503067355283869+0.000152387244996395*Temperature^2*Age^3
19,0.251,CFAdivUFA,0.717519461398427+0.000158631965232974*Temperature^2*Age^3-0.00467792933057128*Temperature*Age
23,0.183,CFAdivUFA,Age+0.00194528101327856*Temperature*Age^4-0.13955026881604-0.147542819961208*Age^3
1,1.000,UFAdivSFA,0.229166666666667
4,0.325,UFAdivSFA,0.519608509857043/Age
5,0.312,UFAdivSFA,0.603324179021869-0.135626185563546*Age
7,0.225,UFAdivSFA,0.556911778794818-0.00414622461025734*Temperature*Age
9,0.182,UFAdivSFA,0.792839868359119-0.00683502136219397*Temperature-0.133072937752861*Age
15,0.134,UFAdivSFA,0.869257722677416+0.00836040869963927*Age^2-0.00711224686088519*Temperature-0.182655592550779*Age
17,0.107,UFAdivSFA,1.09104887117184+0.000450302428620221*Temperature*Age^2-0.0133392412457604*Temperature-0.211620124169541*Age
1,1.000,Anisotropie,0.156916666666667
5,0.604,Anisotropie,0.134519084290421+0.00792654780785016*Age
11,0.600,Anisotropie,0.0868306010442405+0.0018296040344999*Temperature+0.00203379265593711*Age^2
15,0.370,Anisotropie,0.0930518264602905*Age+0.0114707551482198*Temperature-0.210016787224056-0.00277956709092382*Temperature*Age
17,0.356,Anisotropie,0.0918291965717099*Age+0.000214468742168183*Temperature^2-0.0590611182756579-0.0027503526867782*Temperature*Age
25,0.350,Anisotropie,0.00803003715944603+0.00514298869048407*Temperature+0.018008741044455*Age^2-0.0322707591271007*Age-7.87291387797542e-5*Temperature*Age^3
29,0.345,Anisotropie,0.0450788513467138*Age+0.0107842074941182*Temperature+0.0188880179059835*Age^2-0.161756801596624-0.00263585129972398*Temperature*Age-0.00243943783623963*Age^3
31,0.333,Anisotropie,0.00694631893018919*Temperature+0.0373182888126607*Age^2-0.0343937728278972-0.0498266916221057*Age-0.00316628818270041*Age^3-0.000410706480272984*Temperature*Age^2
33,0.326,Anisotropie,0.0212912331352554+0.00476811923388609*Temperature+0.0184322011346491*Age^2+5.68852885500641e-5*Temperature*Age^2-0.0377347894323595*Age-8.46992532724161e-5*Temperature*Age^3
37,0.305,Anisotropie,0.172996162693343+0.00094034432473458*Temperature*Age+0.00477285722577781*Age^3+0.000862410129536092*Temperature*Age^2-0.0784541816619225*Age-0.00027158349237145*Temperature*Age^3
1,1.000,tpH07centri,390.25
3,0.859,tpH07centri,359.76816044622+Temperature
5,0.846,tpH07centri,532.855339488968-4.65526585732483*CFA
8,0.622,tpH07centri,339.58520563556+745.832180380227*Anisotropie/Age
9,0.528,tpH07centri,441.712760999039+2.70358166727338*Temperature-4.03748474753198*CFA
1,1.000,UFCcentri,200611975249.263
3,0.794,UFCcentri,407949528113.788*CFAdivSFA
5,0.780,UFCcentri,480405536501.291*CFAdivSFA-33315948186.9376
7,0.755,UFCcentri,73247257445.9776+508310745181.856*CFAdivSFA^2
9,0.738,UFCcentri,612703535261.481-39165319575.3914*CFAdivUFA-1034902032090.06*UFAdivSFA
11,0.671,UFCcentri,481092828416.438-63034247615.4164*Age-1317823551342.09*UFAdivSFA^2
13,0.615,UFCcentri,392048505821.71+13825773097.6564*Temperature-56030938990.346*CFAdivUFA-1359501534119.19*UFAdivSFA
1,1.000,tpH07scentri,34.0001150389322
3,0.910,tpH07scentri,37.0027231816875-Age
5,0.806,tpH07scentri,48.8866215099861-26.7041405508347*CFAdivSFA
6,0.531,tpH07scentri,30.4314208605674+10.5361800344856/Age
10,0.527,tpH07scentri,28.2187584334828+0.279806026491558*CFAdivUFA+12.6839877567067/Age
1,1.000,tpH07spe2centri,2.00000675566388e-9
3,0.952,tpH07spe2centri,1.06039479824848e-8*UFAdivSFA
5,0.855,tpH07spe2centri,8.40095401571136e-9-1.91804296224446e-10*CFA
7,0.733,tpH07spe2centri,1.23073760820795e-9+2.11651137071939e-8*UFAdivSFA^2
8,0.729,tpH07spe2centri,1.71658004292119e-9+6.00018224530326e-9*UFAdivSFA/CFAdivUFA
9,0.644,tpH07spe2centri,1.62610784838162e-9+6.57337298182197e-10*UFA*UFAdivSFA^2
11,0.492,tpH07spe2centri,3.38648035873515e-9+5.56380976381512e-8*UFAdivSFA^2-4.00354953359013e-10*UFA
13,0.481,tpH07spe2centri,1.33509416740305e-9+2.17406976794483e-7*UFAdivSFA^2-6.5595931332147e-11*UFA^2
15,0.433,tpH07spe2centri,4.06051503725042e-9+1.04280023474994e-7*UFAdivSFA+5.8569531230778e-8*UFAdivSFA^2-2.3477021990823e-9*UFA
17,0.298,tpH07spe2centri,1.63561796063756e-9+2.98756530131263e-7*UFAdivSFA^3-1.57997992673257e-12*UFA^3
1,1.000,UFCcong,33083333333.3333
5,0.246,UFCcong,22607276747.142+0.0500893486580197*UFCcentri
7,0.221,UFCcong,19552871341.0725+0.00107826862896757*UFCcentri*SFA
9,0.100,UFCcong,26960063086.4903+0.0424782768253699*UFCcentri-1.10038418554509e18*tpH07spe2centri
12,0.051,UFCcong,15312696000.0587+3379294139.001*UFCcentri/(28676063482.2348+0.0469431667746745*UFCcentri)
1,1.000,tpH07cong,tpH07centri
3,0.379,tpH07cong,11.0243464750784*tpH07scentri
5,0.377,tpH07cong,15.8366833400773+10.5969955271962*tpH07scentri
7,0.376,tpH07cong,210.734041391778+0.141750859451379*tpH07scentri^2
13,0.368,tpH07cong,100.591454400055+9.13519744333553*tpH07scentri-0.661808568655759*CFA-27.3966374382736*CFAdivSFA
1,1.000,tpH07scong,tpH07scentri
3,0.400,tpH07scong,1.9966821950802+tpH07scentri
5,0.390,tpH07scong,1.62201052742394+1.01102473204636*tpH07scentri
7,0.357,tpH07scong,19.5188283548236+0.0140070153795791*tpH07scentri^2
9,0.305,tpH07scong,3.31856580303102+1.7412242990996*tpH07scentri-0.0696502451552005*tpH07centri
1,1.000,tpH07spe2cong,1.07374412458883e-8
3,0.455,tpH07spe2cong,8.86853017808998e-9+tpH07spe2centri
5,0.263,tpH07spe2cong,7.34618603720243e-9+1.87777112111866*tpH07spe2centri
7,0.254,tpH07spe2cong,7.03964827903723e-9+0.0360546319743555*SFA*tpH07spe2centri
11,0.179,tpH07spe2cong,4.98789740091027e-9+3.63387501732484*tpH07spe2centri-196293753.272919*tpH07spe2centri^2
13,0.127,tpH07spe2cong,5.57388546559434e-9+0.054691268381914*SFA*tpH07spe2centri-112501825.059753*tpH07spe2centri^2
15,0.116,tpH07spe2cong,5.28440262972042e-9+3.49390041645265*tpH07spe2centri-62250.9773548658*SFA^2*tpH07spe2centri^2
17,0.097,tpH07spe2cong,6.73767717102917e-9+0.0505806078172855*SFA*tpH07spe2centri-2.62511013665834e-10*Age-95721131.7925812*tpH07spe2centri^2
1,1.000,dtpH07cong,-10.0602990516746
3,0.585,dtpH07cong,UFA-18.8454506261249
12,0.441,dtpH07cong,12.7041672138762+(4.10209415931609*UFA-2.05104707965805*SFA)/Age
1,1.000,dUFCcong,1.96071522506631*CFAdivSFA-0.277490577743513
9,0.986,dUFCcong,55.1414148433596*CFAdivSFA+10.3255002304722*Age+0.514739164268346*SFA+0.34241964731125*Age*CFAdivSFA*SFA-28.4770239544387-0.181672646212357*Age*SFA-0.970189000715207*CFAdivSFA*SFA-19.4616758270681*Age*CFAdivSFA
11,0.947,dUFCcong,0.109400977576667+3.27908077192173*Anisotropie+1.84854074895982*UFAdivSFA-3.94238548356359*UFAdivSFA^2
12,0.934,dUFCcong,0.890420685427687+(12.075341069316*UFAdivSFA+73.2315556415024*UFAdivSFA^3-0.943665542824327-51.5061941345233*UFAdivSFA^2)/(CFAdivUFA-3.83166666666667)
1,1.000,dtpH07scong,1.7575
3,0.959,dtpH07scong,2.5121592613314-CFAdivSFA
4,0.673,dtpH07scong,56.9180057371793/CFA
21,0.541,dtpH07scong,3.59337285132426*Age+0.0865478989931527*Temperature+3.63751354994833*Anisotropie*UFA+0.00166438274722192*Temperature^2-19.0439365553419
1,1.000,dtpH07spe2cong,-836306.541726891
5,0.938,dtpH07spe2cong,1855565.80113977*CFAdivSFA-1948810.49667333
7,0.777,dtpH07spe2cong,49583.4491941552*CFA-15075123.3272931*Anisotropie
9,0.637,dtpH07spe2cong,363678.677056707*UFAdivSFA*Age^2-1329697.28026716
19,0.604,dtpH07spe2cong,4355025.60997287+115894.357731409*CFAdivUFA-70824.1088407017*UFA-25388000.9905237*Anisotropie-5624.14554090508*CFAdivUFA*CFA
25,0.558,dtpH07spe2cong,947652.327830159*Age*UFAdivSFA+589906.851434628*UFAdivSFA*CFAdivUFA-604238.765059879-157352.301592593*Anisotropie*CFA-1230.26774908976*UFA^2
1,1.000,UFClyo,10858333333.3333
3,0.795,UFClyo,67050750859.2959*Anisotropie
5,0.795,UFClyo,67050750859.4448*Anisotropie-101.152200128141
7,0.590,UFClyo,15643954583.1687-181207801.885369*Age*UFA
1,1.000,TpH07lyo,497.292627878182
3,0.560,TpH07lyo,14.2498103262867*tpH07scong
5,0.495,TpH07lyo,412.75006169821+395.158658066958*UFAdivSFA
7,0.400,TpH07lyo,648.259404773546-63.8816778029957*Age*dUFCcong
9,0.297,TpH07lyo,477.114232356697+379.827432923798*UFAdivSFA-80.3165277399795*dUFCcong
11,0.253,TpH07lyo,677.351379674585-0.002235248009008*dUFCcong*CFA*SFA^2
1,1.000,tpH07slyo,49.9843138778902
3,0.501,tpH07slyo,36.6976811781245+UFA
5,0.466,tpH07slyo,40.4002189518095+41.44601402404*UFAdivSFA
9,0.202,tpH07slyo,35.0894609960103+514860512.970468*tpH07spe2cong+37.3221046631054*UFAdivSFA
15,0.189,tpH07slyo,34.9849812547843+486977251.126251*tpH07spe2cong+34.9849812547843*UFAdivSFA+486977251.126251*Anisotropie*tpH07spe2cong
1,1.000,tpH07spe2lyo,4.7614291410344e-8
3,0.837,tpH07spe2lyo,1.47229203862864e-9*tpH07scong
5,0.722,tpH07spe2lyo,5.71914852684655e-8-2.98258941113387e-9*CFAdivUFA
9,0.687,tpH07spe2lyo,1.22737538494217e-7+1.82230254996386*tpH07spe2centri-5.09310010075096e-7*Anisotropie
13,0.604,tpH07spe2lyo,1.07941713983989e-7+3.32114829454897e-10*dtpH07cong-1.88663437869342e-9*CFAdivUFA-3.19474796193312e-7*Anisotropie
15,0.535,tpH07spe2lyo,1.22155316425899e-7+tpH07spe2centri+3.53382749595695e-10*dtpH07cong-9.76744403740814e-10*CFAdivUFA-4.30353413305588e-7*Anisotropie
17,0.534,tpH07spe2lyo,1.12875283687429e-7+4.5631382487284e-10*dtpH07cong+1.27869263798744e-10*tpH07scong-1.96581159917308e-9*CFAdivUFA-3.65546967682055e-7*Anisotropie
1,1.000,dtUFClyo,1.23833333333333
3,0.738,dtUFClyo,0.809531250000001+CFAdivSFA
7,0.716,dtUFClyo,1.43026347931909-2.6445716639312*UFAdivSFA^2
9,0.429,dtUFClyo,2.28628680295789-0.107527390927353*CFAdivUFA-2.79172328021562*UFAdivSFA
1,1.000,dtpH07lyo,112.666666666667
3,0.446,dtpH07lyo,7.91249697469685*UFA
5,0.411,dtpH07lyo,36.5841320030355+5.76892746400754*UFA
9,0.319,dtpH07lyo,571.37624269003*UFAdivSFA+40.9458652019573*Age-136.435846255982
1,1.000,dtpH07slyo,15.5
3,0.541,dtpH07slyo,19.6961777358635-CFAdivUFA
5,0.499,dtpH07slyo,19.9283383939875-1.15688487719488*CFAdivUFA
7,0.351,dtpH07slyo,26.2586711001717-0.142185080619009*Temperature*Age
28,0.318,dtpH07slyo,57.5244012033273+-123.166869266647/UFA+9956.4500846017*UFAdivSFA^2*Anisotropie^2-0.0700693716491709*CFA-7940.16833674259*UFAdivSFA*Anisotropie^2
1,1.000,dtpH07spe2lyo,-4.49819900569245e-8
5,0.740,dtpH07spe2lyo,5.05140740223795e-7*Anisotropie-1.25102543041755e-7
10,0.727,dtpH07spe2lyo,2.68908351570748e-8+1.91199972165731e-8*Anisotropie+-1.17654433757699e-8/Anisotropie
11,0.636,dtpH07spe2lyo,1.75003906081362e-9*Age*CFA-1.9800132802495e-8-6.60872332671305e-8*Age
15,0.546,dtpH07spe2lyo,6.33401315519669e-8+6.2929309846251e-9*CFAdivUFA+9.27447167448279e-9*CFAdivSFA*CFA-9.46721397609155e-9*CFA
27,0.485,dtpH07spe2lyo,4.71634909527548e-6*Anisotropie+3.06335713537611e-7*CFAdivSFA+9.13361813575774e-9*Anisotropie*SFA+1.12734021760938e-6*CFAdivSFA^2-6.01711536929305e-7-9.02810666436116e-6*CFAdivSFA*Anisotropie
31,0.480,dtpH07spe2lyo,4.74867731323926e-6*Anisotropie+3.19572927265817e-7*CFAdivSFA+2.1031055753329e-6*Anisotropie^2+1.10304051637374e-6*CFAdivSFA^2-5.45159995380942e-7-4.57790476192074e-8*UFAdivSFA-9.2813011138396e-6*CFAdivSFA*Anisotropie
42,0.395,dtpH07spe2lyo,7.67121116609111e-7+5.87870916751006e-8*CFAdivUFA+1.09761756916611e-9*CFA^2+3.43219008065821e-16*CFAdivSFA*CFA^2/(8.49573050116874e-8+1.4858672928638e-7*CFAdivUFA)-3.88841273393081e-8*CFA-2.18735937828842e-6*CFAdivSFA-8.58318442869028e-11*CFA*CFAdivUFA^2
1,1.000,dUFCdes,CFAdivSFA
10,0.754,dUFCdes,0.865322613099836+-1.58812385313703/UFA-0.0149634657931471*UFA
11,0.753,dUFCdes,1.93648465571278-CFAdivSFA-0.0953350066417255*CFAdivUFA-2.42005382725811*UFAdivSFA
19,0.718,dUFCdes,0.112369261840868*CFA-1.12811862198614-4.85393173118144*CFAdivSFA^2-0.298421865075334*CFAdivUFA*CFAdivSFA^2
31,0.679,dUFCdes,0.378953447405303+0.0245320629411178*UFA*CFA+45.441319200403*UFAdivSFA^2-0.0594020294554484*Anisotropie*CFA-0.875298926181513*UFAdivSFA*UFA-1.26382800704568*UFAdivSFA*CFA
1,1.000,dtpH07des,120.333333333333
3,0.820,dtpH07des,109.229060814329+UFA
4,0.806,dtpH07des,19.653238961575/Anisotropie
5,0.623,dtpH07des,167.740157613764-10.8825459941399*CFAdivUFA
9,0.452,dtpH07des,199.03136652013-0.0381165804908603*Age*Temperature^2
11,0.413,dtpH07des,194.54855031673-0.223253346559525*Age*Anisotropie*Temperature^2
1,1.000,dtpH07sdes,14.4116567480876
3,0.501,dtpH07sdes,17.7617387114744-CFAdivUFA
9,0.344,dtpH07sdes,22.9845231595489-0.759855439771978*Temperature*Age*Anisotropie
1,1.000,dtpH07spe2des,-2828072.32197387
3,1.000,dtpH07spe2des,SFA-3070722.78156452
5,0.940,dtpH07spe2des,201907.829934607*SFA-14309616.9354449
1,1.000,UFCsto3,654015680.141606
4,0.689,UFCsto3,30969303690.1215/dtpH07lyo
5,0.685,UFCsto3,1116763708.64127-68018220.522062*dtpH07sdes
6,0.667,UFCsto3,-824.554510265355/(dtpH07lyo*dtpH07spe2lyo)
7,0.256,UFCsto3,0.00826356276614268*UFClyo*CFAdivUFA-96440080.7336115
1,1.000,tpH07sto3,1128.5
3,0.349,tpH07sto3,22.4242820764574*tpH07slyo
5,0.294,tpH07sto3,28.072123385257*tpH07slyo-308.879515487953
7,0.273,tpH07sto3,595.456771881135+1.26213866168634*Temperature*dtpH07slyo
1,1.000,tpH07ssto3,dtpH07des
3,0.826,tpH07ssto3,2.84105887248743*tpH07slyo
7,0.426,tpH07ssto3,240.250136720422-0.0885812811886947*Age*tpH07centri
1,1.000,tpH07spe2sto3,1.14053433268358e-5
3,0.529,tpH07spe2sto3,1.29319685340747e-6*UFA
1,1.000,dUFCsto3,2.06666666666667
3,0.829,dUFCsto3,1.79943049065421+UFAdivSFA
5,0.584,dUFCsto3,3.55841957028638-0.526501024806957*Age
7,0.531,dUFCsto3,3.42479448270132-0.0083074154755508*Age*SFA
9,0.486,dUFCsto3,3.30542601824592-0.00013092921722678*Age*SFA^2
1,1.000,dtpH07sto3,625.583333333333
3,0.998,dtpH07sto3,633.349934186378+UFA
4,0.551,dtpH07sto3,16513.4778219798/CFA
5,0.402,dtpH07sto3,1028.60944065619-150.793626060314*Age
1,1.000,dtpH07ssto3,85.1461584030385
3,0.710,dtpH07ssto3,70.982099795732+UFA
5,0.294,dtpH07ssto3,163.233277080732-25.6046486658342*Age
1,1.000,dtpH07spe2sto3,-1.015625e-5
3,0.533,dtpH07spe2sto3,-7.14278383129952e-5*UFAdivSFA
1,1.000,dUFCtot,2.95041998746119
4,0.861,dUFCtot,174.402349139717/SFA
1,1.000,dtpH07tot,738.25
3,0.960,dtpH07tot,704.197779490657+UFA
4,0.292,dtpH07tot,21448.106026671/CFA
7,0.259,dtpH07tot,426.503608748101+CFAdivSFA+20.651963798828*UFA
1,1.000,dtpH07stot,97.0656641568028
3,0.743,dtpH07stot,88.2140915943872+UFA
4,0.658,dtpH07stot,56.4348673458014/CFAdivSFA
5,0.343,dtpH07stot,190.241055074952-28.9809229582723*Age
7,0.316,dtpH07stot,185.282162566038-0.478872307508557*Age*SFA
9,0.275,dtpH07stot,265.651647287704-2.01911939477103*Temperature-36.3621426682017*Age
25,0.260,dtpH07stot,69.387526214499+1.20041143342356*CFAdivUFA+-96.4151102065139/CFAdivUFA^2+8.00612618766854*Temperature/CFAdivUFA-0.0511166124159313*Temperature^2
1,1.000,dtpH07spe2tot,-1.19818992105859e-5
3,0.654,dtpH07spe2tot,-8.23540047457686e-5*UFAdivSFA