1,1.000,UFA,12.691731976225,1
5,0.411,dtpH07lyo,36.5841320030355+5.76892746400754*UFA,1
9,0.319,dtpH07lyo,571.37624269003*UFAdivSFA+40.9458652019573*Age-136.435846255982,1
1,1.000,dtpH07slyo,15.5,1
3,0.541,dtpH07slyo,19.6961777358635-CFAdivUFA,1
5,0.499,dtpH07slyo,19.9283383939875-1.15688487719488*CFAdivUFA,1
7,0.351,dtpH07slyo,26.2586711001717-0.142185080619009*Temperature*Age,1
28,0.318,dtpH07slyo,57.5244012033273+-123.166869266647/UFA+9956.4500846017*UFAdivSFA^2*Anisotropie^2-0.0700693716491709*CFA-7940.16833674259*UFAdivSFA*Anisotropie^2,1
1,1.000,dtpH07spe2lyo,-4.49819900569245e-8,1
5,0.740,dtpH07spe2lyo,5.05140740223795e-7*Anisotropie-1.25102543041755e-7,1
10,0.727,dtpH07spe2lyo,2.68908351570748e-8+1.91199972165731e-8*Anisotropie+-1.17654433757699e-8/Anisotropie,1
11,0.636,dtpH07spe2lyo,1.75003906081362e-9*Age*CFA-1.9800132802495e-8-6.60872332671305e-8*Age,1
15,0.546,dtpH07spe2lyo,6.33401315519669e-8+6.2929309846251e-9*CFAdivUFA+9.27447167448279e-9*CFAdivSFA*CFA-9.46721397609155e-9*CFA,1
27,0.485,dtpH07spe2lyo,4.71634909527548e-6*Anisotropie+3.06335713537611e-7*CFAdivSFA+9.13361813575774e-9*Anisotropie*SFA+1.12734021760938e-6*CFAdivSFA^2-6.01711536929305e-7-9.02810666436116e-6*CFAdivSFA*Anisotropie,1
31,0.480,dtpH07spe2lyo,4.74867731323926e-6*Anisotropie+3.19572927265817e-7*CFAdivSFA+2.1031055753329e-6*Anisotropie^2+1.10304051637374e-6*CFAdivSFA^2-5.45159995380942e-7-4.57790476192074e-8*UFAdivSFA-9.2813011138396e-6*CFAdivSFA*Anisotropie,1
42,0.395,dtpH07spe2lyo,7.67121116609111e-7+5.87870916751006e-8*CFAdivUFA+1.09761756916611e-9*CFA^2+3.43219008065821e-16*CFAdivSFA*CFA^2/(8.49573050116874e-8+1.4858672928638e-7*CFAdivUFA)-3.88841273393081e-8*CFA-2.18735937828842e-6*CFAdivSFA-8.58318442869028e-11*CFA*CFAdivUFA^2,1
1,1.000,dUFCdes,CFAdivSFA,1
10,0.754,dUFCdes,0.865322613099836+-1.58812385313703/UFA-0.0149634657931471*UFA,1
11,0.753,dUFCdes,1.93648465571278-CFAdivSFA-0.0953350066417255*CFAdivUFA-2.42005382725811*UFAdivSFA,1
19,0.718,dUFCdes,0.112369261840868*CFA-1.12811862198614-4.85393173118144*CFAdivSFA^2-0.298421865075334*CFAdivUFA*CFAdivSFA^2,1
31,0.679,dUFCdes,0.378953447405303+0.0245320629411178*UFA*CFA+45.441319200403*UFAdivSFA^2-0.0594020294554484*Anisotropie*CFA-0.875298926181513*UFAdivSFA*UFA-1.26382800704568*UFAdivSFA*CFA,1
1,1.000,dtpH07des,120.333333333333,1
3,0.820,dtpH07des,109.229060814329+UFA,1
4,0.806,dtpH07des,19.653238961575/Anisotropie,1
5,0.623,dtpH07des,167.740157613764-10.8825459941399*CFAdivUFA,1
9,0.452,dtpH07des,199.03136652013-0.0381165804908603*Age*Temperature^2,1
11,0.413,dtpH07des,194.54855031673-0.223253346559525*Age*Anisotropie*Temperature^2,1
1,1.000,dtpH07sdes,14.4116567480876,1
3,0.501,dtpH07sdes,17.7617387114744-CFAdivUFA,1
9,0.344,dtpH07sdes,22.9845231595489-0.759855439771978*Temperature*Age*Anisotropie,1
1,1.000,dtpH07spe2des,-2828072.32197387,1
3,1.000,dtpH07spe2des,SFA-3070722.78156452,1
5,0.940,dtpH07spe2des,201907.829934607*SFA-14309616.9354449,1
1,1.000,UFCsto3,654015680.141606,1
4,0.689,UFCsto3,30969303690.1215/dtpH07lyo,1
5,0.685,UFCsto3,1116763708.64127-68018220.522062*dtpH07sdes,1
6,0.667,UFCsto3,-824.554510265355/(dtpH07lyo*dtpH07spe2lyo),1
7,0.256,UFCsto3,0.00826356276614268*UFClyo*CFAdivUFA-96440080.7336115,1
1,1.000,tpH07sto3,1128.5,1
3,0.349,tpH07sto3,22.4242820764574*tpH07slyo,1
5,0.294,tpH07sto3,28.072123385257*tpH07slyo-308.879515487953,1
7,0.273,tpH07sto3,595.456771881135+1.26213866168634*Temperature*dtpH07slyo,1
1,1.000,tpH07ssto3,dtpH07des,1
3,0.826,tpH07ssto3,2.84105887248743*tpH07slyo,1
7,0.426,tpH07ssto3,240.250136720422-0.0885812811886947*Age*tpH07centri,1
1,1.000,tpH07spe2sto3,1.14053433268358e-5,1
3,0.529,tpH07spe2sto3,1.29319685340747e-6*UFA,1
1,1.000,dUFCsto3,2.06666666666667,1
3,0.829,dUFCsto3,1.79943049065421+UFAdivSFA,1
5,0.584,dUFCsto3,3.55841957028638-0.526501024806957*Age,1
7,0.531,dUFCsto3,3.42479448270132-0.0083074154755508*Age*SFA,1
9,0.486,dUFCsto3,3.30542601824592-0.00013092921722678*Age*SFA^2,1
1,1.000,dtpH07sto3,625.583333333333,1
3,0.998,dtpH07sto3,633.349934186378+UFA,1
4,0.551,dtpH07sto3,16513.4778219798/CFA,1
5,0.402,dtpH07sto3,1028.60944065619-150.793626060314*Age,1
1,1.000,dtpH07ssto3,85.1461584030385,1
3,0.710,dtpH07ssto3,70.982099795732+UFA,1
5,0.294,dtpH07ssto3,163.233277080732-25.6046486658342*Age,1
1,1.000,dtpH07spe2sto3,-1.015625e-5,1
3,0.533,dtpH07spe2sto3,-7.14278383129952e-5*UFAdivSFA,1
1,1.000,dUFCtot,2.95041998746119,1
4,0.861,dUFCtot,174.402349139717/SFA,1
1,1.000,dtpH07tot,738.25,1
3,0.960,dtpH07tot,704.197779490657+UFA,1
4,0.292,dtpH07tot,21448.106026671/CFA,1
7,0.259,dtpH07tot,426.503608748101+CFAdivSFA+20.651963798828*UFA,1
1,1.000,dtpH07stot,97.0656641568028,1
3,0.743,dtpH07stot,88.2140915943872+UFA,1
4,0.658,dtpH07stot,56.4348673458014/CFAdivSFA,1
5,0.343,dtpH07stot,190.241055074952-28.9809229582723*Age,1
7,0.316,dtpH07stot,185.282162566038-0.478872307508557*Age*SFA,1
9,0.275,dtpH07stot,265.651647287704-2.01911939477103*Temperature-36.3621426682017*Age,1
25,0.260,dtpH07stot,69.387526214499+1.20041143342356*CFAdivUFA+-96.4151102065139/CFAdivUFA^2+8.00612618766854*Temperature/CFAdivUFA-0.0511166124159313*Temperature^2,1
1,1.000,dtpH07spe2tot,-1.19818992105859e-5,1
3,0.654,dtpH07spe2tot,-8.23540047457686e-5*UFAdivSFA,1
1,1.000,UFA,8.0491761274125,2
3,0.960,UFA,107.566285798807*TRANSLATION,2
4,0.799,UFA,33.5853412858553/Age,2
5,0.505,UFA,206.076631624274 - 3278.07071414895*REPLICATION,2
7,0.393,UFA,24.3982364416865 - 0.172765640882116*Temperature*Age,2
9,0.195,UFA,40.4144415872545 - 0.407774716675039*Temperature - 6.14781695981732*Age,2
1,1.000,CFA,33.8051325494625,2
7,0.867,CFA,8.99734613000579 + 42843.1017488814*AMACBIOSYNTH*TRANSCRIPTION,2
11,0.763,CFA,929.196913402116*REGULFUN + 51083.3161108539*AMACBIOSYNTH*CELLPROCESSES - 69.5293544093194,2
1,1.000,SFA,58.1456913231375,2
5,0.280,SFA,2543.71821979862*REPLICATION - 95.3598454718058,2
13,0.240,SFA,63.8665814884792 + 0.0244197875019957*Temperature*Age^2 - 401.425248142994*AMACBIOSYNTH,2
1,1.000,CFAdivSFA,0.5825,2
5,0.612,CFAdivSFA,18.2944034362494*AMACBIOSYNTH - 0.0399136206715462,2
15,0.606,CFAdivSFA,0.127687477892332 + 26.0725224498941*AMACBIOSYNTH + 0.0974336604908879*Age*AMACBIOSYNTH - 16.1607620960131*PURINES,2
1,1.000,CFAdivUFA,Age,2
3,0.891,CFAdivUFA,0.863625480334941 + Age,2
5,0.350,CFAdivUFA,2619.53862827221*REPLICATION - 153.367564226708,2
7,0.326,CFAdivUFA,0.12647357722851*Temperature*Age - 6.23534552779438,2
9,0.292,CFAdivUFA,2349.55850382992*REPLICATION - 64.6504609142326 - 325.168064717709*Hypoprot,2
11,0.192,CFAdivUFA,1.88333311505231*Temperature*FATTYACIDMETABO*Age^2 - 2.83248122879736,2
13,0.143,CFAdivUFA,904.359932864236*FATTYACIDMETABO + 0.0255621885601239*Temperature*Age^2 - 15.0506861348872,2
15,0.098,CFAdivUFA,47859.2538161024*CELLPROCESSES*FATTYACIDMETABO + 0.0249318244952807*Temperature*Age^2 - 18.6071697044555,2
21,0.098,CFAdivUFA,18703096.5545271*FATTYACIDMETABO*REGULFUN*CELLPROCESSES^2 + 0.789386875810291*Temperature*PURINES*Age^2 - 11.7806196705899,2
1,1.000,UFAdivSFA,TRANSPORTPROTEINS,2
5,0.474,UFAdivSFA,3.99949274407802 - 63.7762850229997*REPLICATION,2
7,0.386,UFAdivSFA,0.460656693936134 - 0.00333801658500451*Temperature*Age,2
9,0.166,UFAdivSFA,0.772693879207662 - 0.00765464278532187*Temperature - 0.121458669049365*Age,2
1,1.000,Anisotropie,0.163896484375,2
5,0.605,Anisotropie,12.2483205883503*BIOSYNTH_CARRIERS - 0.154744335059809,2
25,0.309,Anisotropie,0.14751114930914 + 7.27584132737736*AMACBIOSYNTH + 1.07440721401943*BIOSYNTH_CARRIERS + 0.0159207398935076*Age + 0.00203849347452191*Temperature - 0.0144716072739041*ENMETABO - 2.77031164851122*TRANSPORTPROTEINS,2
1,1.000,AMACBIOSYNTH,0.034022078,2
15,0.743,AMACBIOSYNTH,0.0202302887981018 + 0.00396732754862978*Age + 0.000569052908629298*Temperature - 0.00016361794332602*Temperature*Age,2
23,0.724,AMACBIOSYNTH,0.0288607619891455 + 0.000180333694264311*Temperature*Age + 0.000115535734811206*Age^3 - 5.07874649264851e-5*Temperature*Age^2,2
24,0.716,AMACBIOSYNTH,0.482573901521289 + -321.308515767396/(39.5701625094395*Temperature + Temperature*Age + Temperature^2) - 0.00299775271978755*Age - 0.00972240079607085*Temperature,2
1,1.000,BIOSYNTH_CARRIERS,0.0259705058019531,2
5,0.898,BIOSYNTH_CARRIERS,0.0235666960150419 + 0.000640714942130882*Age,2
15,0.746,BIOSYNTH_CARRIERS,0.0167052813163933 + 0.00222498638259329*Age + 0.000263633212287872*Temperature - 6.08571303566431e-5*Temperature*Age,2
16,0.729,BIOSYNTH_CARRIERS,0.0313854051787916 + 0.00250368736568674*Age + -0.198849788859814/Temperature - 7.1490506762132e-5*Temperature*Age,2
21,0.694,BIOSYNTH_CARRIERS,0.0192478388052373 + 0.000820957001148538*Age + 0.000257020108161043*Temperature + 0.000200700047404973*Age^2 - 5.97710857415368e-5*Temperature*Age,2
22,0.641,BIOSYNTH_CARRIERS,0.0646395684759348 + 0.00379653799113819*Temperature + (0.400885489453903*Age - 0.397419794869524*Temperature)/(47.5275243795913 + Temperature) - 0.00482714739097536*Age,2
1,1.000,CELLENVELOPE,0.056145589275,2
7,0.957,CELLENVELOPE,0.0568302465488385 - 4.6244230729681e-5*Age^2,2
1,1.000,CELLPROCESSES,0.0248149533625,2
17,1.000,CELLPROCESSES,0.0243169728018013 + 4.44261347494168e-9*Temperature*Age + 6.665293298079e-5*Age^2 - 1.10757266229897e-5*Temperature,2
19,1.000,CELLPROCESSES,0.0243169728018013 + 6.665293298079e-5*Age^2 + 4.44261347494168e-9*Temperature*Age^2 - 1.10757266229897e-5*Temperature,2
1,1.000,CENTRINTMETABO,0.01301025390625,2
5,0.855,CENTRINTMETABO,0.0144910300217042 - 5.6416364777086e-5*Temperature,2
11,0.743,CENTRINTMETABO,0.0128681768247078 + 0.000461899713671355*Age - 1.57810911818667e-5*Temperature*Age,2
1,1.000,ENMETABO,0.0856462556333333,2
5,0.643,ENMETABO,0.0909360883218402 - 0.00019846740376599*Temperature,2
1,1.000,FATTYACIDMETABO,0.0132875467125,2
23,0.968,FATTYACIDMETABO,0.0113498543328646 + 0.0467034271301084*Age/Temperature + -0.167618337204074*Age^2/Temperature^2 - 0.000331001950275331*Age,2
1,1.000,Hypoprot,0.221619392216016,2
1,1.000,OTHERCAT,0.140956693186094,2
1,1.000,PURINES,0.02766612205625,2
1,1.000,REGULFUN,0.0647946214375,2
5,0.449,REGULFUN,0.0607875069275396 + 0.00114526474481013*Age,2
11,0.436,REGULFUN,0.0605635711162317 + 8.97460331305423e-5*Temperature + 0.000154598498005023*Age^2,2
1,1.000,REPLICATION,0.06033612805,2
5,0.646,REPLICATION,0.054803206757086 + 0.00158083465511829*Age,2
7,0.520,REPLICATION,0.0564101016510812 + 4.32673875850713e-5*Temperature*Age,2
9,0.429,REPLICATION,0.0576407564112953 + 8.29345119601456e-6*Temperature*Age^2,2
11,0.305,REPLICATION,0.0583330052803348 + 5.763191347552e-5*Temperature*Age - 0.000120769286264775*Temperature,2
15,0.300,REPLICATION,0.0583560195812729 + 5.65911215235471e-6*Temperature + 1.65360445993278e-6*Temperature*Age^3,2
21,0.298,REPLICATION,0.0583871368895077 + 1.50909515007789e-10*Temperature^4 + 1.67362857643978e-6*Temperature*Age^3,2
23,0.298,REPLICATION,0.0583428397146266 + 1.4118864880511e-5*Temperature + 2.74869472025187e-7*Temperature^2 + 3.52090941800008e-7*Temperature*Age^4,2
25,0.293,REPLICATION,0.0587750041384154 + 3.21135566603094e-7*Temperature*Age^4 + 1.86460707952633e-7*Age*Temperature^2 - 6.70348868408754e-6*Temperature,2
1,1.000,TRANSCRIPTION,0.0169571976641077,2
5,0.918,TRANSCRIPTION,0.0150824457706768 + 0.00059325770834063*Age,2
9,0.631,TRANSCRIPTION,0.0164373276802006 + 1.78568871476732e-6*Temperature*Age^2,2
1,1.000,TRANSLATION,0.081613149875,2
5,0.897,TRANSLATION,0.0825003562350875 - 0.000282684376355959*Age,2
9,0.836,TRANSLATION,0.0835417803259457 - 1.81807756739102e-5*Temperature - 0.000450516140363528*Age,2
1,1.000,TRANSPORTPROTEINS,0.133950958566667,2
27,0.988,TRANSPORTPROTEINS,0.144059497190044 + 3.10407763720455e-8*Temperature^3*Age^2 - 3.76115195808588e-7*Temperature^3 - 0.00082498278739471*Age^2,2
29,0.656,TRANSPORTPROTEINS,0.135713079607255 + 1.60461345393682e-5*Age*Temperature^2 - 4.40977315509263e-5*Temperature - 9.2562251221253e-7*Temperature^3 - 6.90404218345927e-5*Temperature*Age^2,2
